1,0,494
1,0,693
1,1,58
1,2,702
1,3,140
1,4,14
1,4,115
1,4,155
1,4,164
1,4,351
1,5,203
1,5,536
1,5,556
1,6,97
1,6,164
1,6,483
1,6,582
1,7,23
1,7,86
1,7,225
1,7,523
1,7,602
1,7,768
1,8,629
1,9,733
1,10,247
1,10,495
1,10,712
1,12,2
1,12,106
1,12,643
1,13,233
1,13,792
1,14,214
1,14,345
1,14,670
1,15,112
1,15,285
1,15,403
1,15,501
1,16,299
1,16,332
1,16,772
1,18,122
1,19,133
1,19,253
1,19,265
1,19,517
1,19,669
1,20,185
1,22,201
1,22,315
1,23,58
1,23,89
1,23,243
1,23,363
1,24,76
1,24,190
1,24,470
1,25,378
1,25,713
1,26,372
1,26,700
1,27,211
1,27,297
1,27,722
1,28,328
1,29,682
1,30,362
1,30,526
1,30,624
1,32,284
1,32,729
1,35,64
1,35,83
1,35,115
1,35,274
1,36,149
1,36,516
1,36,673
1,37,256
1,40,605
1,41,59
1,42,73
1,42,229
1,42,664
1,43,409
1,43,704
1,44,755
1,45,360
1,45,380
1,45,566
1,46,310
1,46,333
1,46,631
1,47,187
1,48,206
1,48,305
1,48,372
1,49,401
1,49,416
1,49,679
1,49,726
1,50,763
1,51,24
1,51,101
1,53,16
1,53,81
1,53,111
1,53,395
1,53,531
1,53,605
1,53,618
1,54,25
1,54,476
1,55,329
1,56,245
1,57,353
1,57,542
1,57,700
1,58,170
1,58,426
1,59,276
1,59,373
1,59,450
1,59,582
1,60,230
1,60,307
1,60,388
1,61,755
1,62,106
1,62,726
1,64,209
1,64,520
1,64,654
1,65,51
1,65,298
1,65,525
1,65,632
1,66,263
1,66,407
1,66,454
1,66,468
1,66,477
1,67,671
1,68,364
1,68,442
1,68,613
1,69,537
1,70,573
1,70,742
1,70,765
1,71,22
1,71,80
1,71,204
1,72,229
1,73,195
1,73,603
1,74,180
1,74,555
1,75,379
1,76,352
1,77,102
1,77,283
1,79,53
1,79,529
1,79,592
1,79,776
1,80,40
1,81,128
1,81,169
1,81,296
1,82,498
1,82,671
1,84,196
1,84,707
1,85,368
1,88,414
1,88,657
1,88,730
1,89,96
1,89,140
1,89,266
1,89,327
1,90,87
1,90,338
1,90,552
1,92,609
1,92,765
1,93,133
1,93,190
1,93,207
1,93,579
1,93,668
1,95,538
1,96,22
1,96,311
1,97,284
1,97,318
1,98,106
1,98,373
1,99,496
1,99,674
1,100,46
1,101,583
1,102,91
1,102,360
1,102,402
1,102,468
1,102,584
1,103,701
1,104,88
1,104,476
1,105,200
1,105,279
1,107,290
1,107,320
1,107,733
1,108,623
1,109,137
1,109,150
1,109,448
1,112,266
1,112,530
1,114,142
1,114,621
1,115,607
1,116,515
1,116,576
1,117,571
1,117,586
1,118,148
1,118,165
1,118,301
1,119,131
1,119,202
1,119,342
1,119,564
1,120,389
1,121,16
1,121,314
1,121,687
1,121,767
1,122,1
1,122,399
1,124,278
1,124,431
1,124,780
1,125,746
1,126,323
1,126,496
1,126,737
1,126,753
1,127,33
